1615.png - compression: h264 crf=26, scale: nearest size factor=0.5
2141.png - compression: h264 crf=24, scale: bicubic size factor=0.5
1964.png - compression: h264 crf=24, scale: bicubic size factor=0.5
1178.png - scale: bicubic size factor=0.5, compression: h264 crf=21
0616.png - compression: h264 crf=25, scale: bilinear size factor=0.5
0870.png - scale: box size factor=0.5, compression: h264 crf=27
1892.png - compression: h264 crf=20, scale: box size factor=0.5
1854.png - scale: bilinear size factor=0.5, compression: h264 crf=23
1836.png - compression: h264 crf=28, scale: bilinear size factor=0.5
0771.png - scale: box size factor=0.5, compression: h264 crf=24
0184.png - compression: h264 crf=21, scale: box size factor=0.5
1756.png - scale: bicubic size factor=0.5, compression: h264 crf=21
0341.png - scale: bilinear size factor=0.5, compression: h264 crf=27
1876.png - compression: h264 crf=23, scale: bicubic size factor=0.5
1884.png - compression: h264 crf=25, scale: box size factor=0.5
2115.png - compression: h264 crf=28, scale: bicubic size factor=0.5
0841.png - compression: h264 crf=25, scale: box size factor=0.5
0129.png - compression: h264 crf=20, scale: bilinear size factor=0.5
1996.png - compression: h264 crf=22, scale: lanczos size factor=0.5
0810.png - compression: h264 crf=25, scale: bilinear size factor=0.5
1143.png - compression: h264 crf=23, scale: nearest size factor=0.5
2123.png - compression: h264 crf=25, scale: box size factor=0.5
0046.png - compression: h264 crf=27, scale: lanczos size factor=0.5
2155.png - compression: h264 crf=27, scale: box size factor=0.5
0952.png - scale: box size factor=0.5, compression: h264 crf=28
1830.png - scale: lanczos size factor=0.5, compression: h264 crf=22
1909.png - compression: h264 crf=26, scale: bilinear size factor=0.5
2342.png - compression: h264 crf=22, scale: bilinear size factor=0.5
2415.png - scale: lanczos size factor=0.5, compression: h264 crf=23
1895.png - compression: h264 crf=20, scale: bicubic size factor=0.5
1740.png - scale: bilinear size factor=0.5, compression: h264 crf=24
2036.png - compression: h264 crf=28, scale: lanczos size factor=0.5
1543.png - compression: h264 crf=23, scale: bilinear size factor=0.5
0058.png - scale: box size factor=0.5, compression: h264 crf=25
0636.png - compression: h264 crf=22, scale: bicubic size factor=0.5
2193.png - scale: lanczos size factor=0.5, compression: h264 crf=23
1880.png - scale: box size factor=0.5, compression: h264 crf=27
2388.png - compression: h264 crf=21, scale: bilinear size factor=0.5
1255.png - compression: h264 crf=21, scale: nearest size factor=0.5
1578.png - scale: bicubic size factor=0.5, compression: h264 crf=24
0430.png - compression: h264 crf=27, scale: box size factor=0.5
0680.png - scale: bilinear size factor=0.5, compression: h264 crf=22
0012.png - compression: h264 crf=28, scale: bilinear size factor=0.5
2031.png - compression: h264 crf=27, scale: lanczos size factor=0.5
1133.png - scale: box size factor=0.5, compression: h264 crf=22
2026.png - compression: h264 crf=27, scale: bilinear size factor=0.5
0898.png - compression: h264 crf=26, scale: lanczos size factor=0.5
2389.png - scale: box size factor=0.5, compression: h264 crf=20
2007.png - scale: bicubic size factor=0.5, compression: h264 crf=28
1835.png - scale: bicubic size factor=0.5, compression: h264 crf=24
0649.png - scale: box size factor=0.5, compression: h264 crf=23
0950.png - compression: h264 crf=24, scale: box size factor=0.5
2222.png - scale: lanczos size factor=0.5, compression: h264 crf=22
1968.png - compression: h264 crf=27, scale: bicubic size factor=0.5
0374.png - compression: h264 crf=26, scale: bicubic size factor=0.5
0984.png - compression: h264 crf=27, scale: bilinear size factor=0.5
1710.png - compression: h264 crf=22, scale: bicubic size factor=0.5
0045.png - scale: nearest size factor=0.5, compression: h264 crf=20
1649.png - scale: bilinear size factor=0.5, compression: h264 crf=27
1683.png - compression: h264 crf=21, scale: nearest size factor=0.5
1492.png - scale: nearest size factor=0.5, compression: h264 crf=26
0247.png - scale: bilinear size factor=0.5, compression: h264 crf=23
2186.png - scale: nearest size factor=0.5, compression: h264 crf=25
1278.png - compression: h264 crf=23, scale: lanczos size factor=0.5
0694.png - compression: h264 crf=23, scale: lanczos size factor=0.5
0178.png - scale: bicubic size factor=0.5, compression: h264 crf=22
0883.png - scale: bicubic size factor=0.5, compression: h264 crf=26
0513.png - compression: h264 crf=25, scale: bicubic size factor=0.5
0990.png - compression: h264 crf=25, scale: box size factor=0.5
0953.png - compression: h264 crf=26, scale: nearest size factor=0.5
2266.png - compression: h264 crf=26, scale: bicubic size factor=0.5
0221.png - scale: bicubic size factor=0.5, compression: h264 crf=21
2308.png - compression: h264 crf=27, scale: bilinear size factor=0.5
0725.png - scale: lanczos size factor=0.5, compression: h264 crf=27
0456.png - compression: h264 crf=28, scale: bilinear size factor=0.5
0403.png - compression: h264 crf=27, scale: bilinear size factor=0.5
2464.png - scale: bilinear size factor=0.5, compression: h264 crf=27
0955.png - scale: box size factor=0.5, compression: h264 crf=28
2322.png - compression: h264 crf=26, scale: box size factor=0.5
2333.png - scale: nearest size factor=0.5, compression: h264 crf=28
1548.png - compression: h264 crf=27, scale: bicubic size factor=0.5
1307.png - compression: h264 crf=21, scale: lanczos size factor=0.5
0600.png - scale: box size factor=0.5, compression: h264 crf=28
2404.png - compression: h264 crf=24, scale: bilinear size factor=0.5
0063.png - scale: bilinear size factor=0.5, compression: h264 crf=22
1494.png - scale: lanczos size factor=0.5, compression: h264 crf=24
0966.png - scale: bicubic size factor=0.5, compression: h264 crf=26
0183.png - compression: h264 crf=25, scale: bicubic size factor=0.5
2206.png - scale: nearest size factor=0.5, compression: h264 crf=25
0848.png - compression: h264 crf=27, scale: bicubic size factor=0.5
1606.png - scale: box size factor=0.5, compression: h264 crf=24
0784.png - scale: lanczos size factor=0.5, compression: h264 crf=28
0142.png - scale: box size factor=0.5, compression: h264 crf=25
0079.png - compression: h264 crf=27, scale: bicubic size factor=0.5
0653.png - scale: lanczos size factor=0.5, compression: h264 crf=21
1303.png - scale: bicubic size factor=0.5, compression: h264 crf=25
0763.png - compression: h264 crf=21, scale: bicubic size factor=0.5
0375.png - scale: lanczos size factor=0.5, compression: h264 crf=23
0889.png - scale: bilinear size factor=0.5, compression: h264 crf=25
0932.png - compression: h264 crf=22, scale: lanczos size factor=0.5
0195.png - scale: lanczos size factor=0.5, compression: h264 crf=26
0190.png - scale: lanczos size factor=0.5, compression: h264 crf=24
0903.png - scale: bicubic size factor=0.5, compression: h264 crf=28
0084.png - scale: bilinear size factor=0.5, compression: h264 crf=21
0856.png - scale: nearest size factor=0.5, compression: h264 crf=25
2219.png - compression: h264 crf=20, scale: nearest size factor=0.5
0679.png - compression: h264 crf=24, scale: bicubic size factor=0.5
1083.png - scale: bicubic size factor=0.5, compression: h264 crf=22
1048.png - compression: h264 crf=24, scale: box size factor=0.5
1090.png - compression: h264 crf=23, scale: lanczos size factor=0.5
1118.png - scale: bicubic size factor=0.5, compression: h264 crf=23
1284.png - compression: h264 crf=23, scale: nearest size factor=0.5
0357.png - scale: bicubic size factor=0.5, compression: h264 crf=25
1348.png - compression: h264 crf=20, scale: bicubic size factor=0.5
1478.png - scale: bicubic size factor=0.5, compression: h264 crf=23
1678.png - scale: box size factor=0.5, compression: h264 crf=27
1220.png - scale: bicubic size factor=0.5, compression: h264 crf=26
0157.png - scale: nearest size factor=0.5, compression: h264 crf=28
2053.png - compression: h264 crf=27, scale: box size factor=0.5
0779.png - compression: h264 crf=21, scale: bicubic size factor=0.5
1049.png - compression: h264 crf=24, scale: bicubic size factor=0.5
2035.png - compression: h264 crf=24, scale: bilinear size factor=0.5
0141.png - compression: h264 crf=27, scale: bilinear size factor=0.5
0987.png - scale: box size factor=0.5, compression: h264 crf=20
0734.png - scale: bicubic size factor=0.5, compression: h264 crf=27
1751.png - scale: bicubic size factor=0.5, compression: h264 crf=21
1005.png - compression: h264 crf=27, scale: bilinear size factor=0.5
0570.png - scale: bicubic size factor=0.5, compression: h264 crf=24
2386.png - scale: lanczos size factor=0.5, compression: h264 crf=20
2076.png - scale: nearest size factor=0.5, compression: h264 crf=21
1506.png - compression: h264 crf=26, scale: nearest size factor=0.5
1226.png - compression: h264 crf=20, scale: box size factor=0.5
0969.png - compression: h264 crf=21, scale: lanczos size factor=0.5
0823.png - compression: h264 crf=27, scale: box size factor=0.5
1290.png - compression: h264 crf=23, scale: bicubic size factor=0.5
2043.png - scale: bilinear size factor=0.5, compression: h264 crf=26
2426.png - compression: h264 crf=20, scale: nearest size factor=0.5
0336.png - scale: box size factor=0.5, compression: h264 crf=25
0964.png - compression: h264 crf=27, scale: nearest size factor=0.5
2406.png - scale: box size factor=0.5, compression: h264 crf=20
0861.png - scale: box size factor=0.5, compression: h264 crf=28
1692.png - compression: h264 crf=27, scale: nearest size factor=0.5
1557.png - scale: lanczos size factor=0.5, compression: h264 crf=28
0652.png - compression: h264 crf=20, scale: bicubic size factor=0.5
0545.png - scale: bicubic size factor=0.5, compression: h264 crf=26
1780.png - scale: bicubic size factor=0.5, compression: h264 crf=21
1975.png - scale: nearest size factor=0.5, compression: h264 crf=25
0244.png - compression: h264 crf=20, scale: box size factor=0.5
2349.png - compression: h264 crf=24, scale: box size factor=0.5
1666.png - compression: h264 crf=22, scale: lanczos size factor=0.5
0481.png - compression: h264 crf=27, scale: bilinear size factor=0.5
0135.png - scale: lanczos size factor=0.5, compression: h264 crf=21
1454.png - compression: h264 crf=21, scale: nearest size factor=0.5
1949.png - scale: box size factor=0.5, compression: h264 crf=21
0767.png - compression: h264 crf=28, scale: nearest size factor=0.5
1312.png - compression: h264 crf=22, scale: bilinear size factor=0.5
2226.png - compression: h264 crf=28, scale: bilinear size factor=0.5
1627.png - compression: h264 crf=22, scale: lanczos size factor=0.5
0132.png - compression: h264 crf=21, scale: lanczos size factor=0.5
1299.png - compression: h264 crf=24, scale: bilinear size factor=0.5
2371.png - compression: h264 crf=26, scale: bilinear size factor=0.5
0977.png - scale: box size factor=0.5, compression: h264 crf=20
0271.png - compression: h264 crf=22, scale: box size factor=0.5
0111.png - compression: h264 crf=24, scale: bicubic size factor=0.5
0363.png - compression: h264 crf=24, scale: box size factor=0.5
2250.png - compression: h264 crf=21, scale: box size factor=0.5
1149.png - scale: box size factor=0.5, compression: h264 crf=25
0912.png - compression: h264 crf=24, scale: bilinear size factor=0.5
1438.png - compression: h264 crf=28, scale: box size factor=0.5
0423.png - compression: h264 crf=27, scale: nearest size factor=0.5
2077.png - compression: h264 crf=27, scale: nearest size factor=0.5
0704.png - compression: h264 crf=21, scale: bilinear size factor=0.5
1923.png - compression: h264 crf=26, scale: box size factor=0.5
0035.png - compression: h264 crf=27, scale: lanczos size factor=0.5
2311.png - compression: h264 crf=20, scale: box size factor=0.5
2128.png - scale: box size factor=0.5, compression: h264 crf=27
0559.png - compression: h264 crf=20, scale: lanczos size factor=0.5
1521.png - compression: h264 crf=24, scale: bilinear size factor=0.5
0836.png - compression: h264 crf=27, scale: bilinear size factor=0.5
2267.png - scale: bilinear size factor=0.5, compression: h264 crf=28
0754.png - scale: bicubic size factor=0.5, compression: h264 crf=22
1760.png - compression: h264 crf=21, scale: bicubic size factor=0.5
2296.png - scale: bicubic size factor=0.5, compression: h264 crf=26
2017.png - compression: h264 crf=23, scale: box size factor=0.5
0617.png - compression: h264 crf=26, scale: bilinear size factor=0.5
0314.png - compression: h264 crf=23, scale: bicubic size factor=0.5
0016.png - compression: h264 crf=21, scale: bicubic size factor=0.5
1189.png - scale: box size factor=0.5, compression: h264 crf=24
1363.png - compression: h264 crf=28, scale: box size factor=0.5
1433.png - scale: box size factor=0.5, compression: h264 crf=21
0692.png - compression: h264 crf=25, scale: bicubic size factor=0.5
2410.png - scale: lanczos size factor=0.5, compression: h264 crf=24
0295.png - scale: lanczos size factor=0.5, compression: h264 crf=22
1921.png - scale: bicubic size factor=0.5, compression: h264 crf=28
1682.png - compression: h264 crf=26, scale: lanczos size factor=0.5
1829.png - scale: lanczos size factor=0.5, compression: h264 crf=24
1131.png - scale: box size factor=0.5, compression: h264 crf=28
0347.png - scale: lanczos size factor=0.5, compression: h264 crf=28
0381.png - scale: bilinear size factor=0.5, compression: h264 crf=25
1948.png - scale: bicubic size factor=0.5, compression: h264 crf=20
1298.png - compression: h264 crf=27, scale: nearest size factor=0.5
2163.png - compression: h264 crf=26, scale: bicubic size factor=0.5
0293.png - scale: bilinear size factor=0.5, compression: h264 crf=20
0622.png - compression: h264 crf=28, scale: bilinear size factor=0.5
2424.png - scale: nearest size factor=0.5, compression: h264 crf=28
1747.png - scale: bicubic size factor=0.5, compression: h264 crf=28
0433.png - compression: h264 crf=25, scale: lanczos size factor=0.5
2529.png - compression: h264 crf=21, scale: box size factor=0.5
2556.png - scale: box size factor=0.5, compression: h264 crf=26
2048.png - compression: h264 crf=26, scale: lanczos size factor=0.5
2353.png - compression: h264 crf=27, scale: lanczos size factor=0.5
2439.png - scale: nearest size factor=0.5, compression: h264 crf=25
2109.png - compression: h264 crf=26, scale: box size factor=0.5
0756.png - scale: lanczos size factor=0.5, compression: h264 crf=20
1920.png - compression: h264 crf=27, scale: lanczos size factor=0.5
0150.png - scale: bicubic size factor=0.5, compression: h264 crf=26
0578.png - compression: h264 crf=27, scale: lanczos size factor=0.5
0284.png - scale: bicubic size factor=0.5, compression: h264 crf=23
1320.png - compression: h264 crf=24, scale: bicubic size factor=0.5
0073.png - scale: lanczos size factor=0.5, compression: h264 crf=25
1212.png - compression: h264 crf=22, scale: lanczos size factor=0.5
0678.png - scale: bilinear size factor=0.5, compression: h264 crf=21
1508.png - compression: h264 crf=22, scale: nearest size factor=0.5
1944.png - compression: h264 crf=23, scale: box size factor=0.5
1285.png - compression: h264 crf=25, scale: box size factor=0.5
1902.png - scale: nearest size factor=0.5, compression: h264 crf=25
0445.png - scale: lanczos size factor=0.5, compression: h264 crf=20
0373.png - compression: h264 crf=26, scale: box size factor=0.5
1982.png - scale: bicubic size factor=0.5, compression: h264 crf=20
1231.png - scale: box size factor=0.5, compression: h264 crf=26
0461.png - compression: h264 crf=21, scale: bicubic size factor=0.5
0661.png - compression: h264 crf=23, scale: bicubic size factor=0.5
0525.png - compression: h264 crf=28, scale: lanczos size factor=0.5
0611.png - scale: nearest size factor=0.5, compression: h264 crf=27
1746.png - compression: h264 crf=28, scale: nearest size factor=0.5
1455.png - compression: h264 crf=27, scale: nearest size factor=0.5
1372.png - compression: h264 crf=27, scale: nearest size factor=0.5
0419.png - scale: box size factor=0.5, compression: h264 crf=26
1078.png - scale: nearest size factor=0.5, compression: h264 crf=27
1260.png - scale: bilinear size factor=0.5, compression: h264 crf=26
1409.png - compression: h264 crf=25, scale: box size factor=0.5
2085.png - scale: box size factor=0.5, compression: h264 crf=23
1214.png - compression: h264 crf=26, scale: bilinear size factor=0.5
1635.png - scale: lanczos size factor=0.5, compression: h264 crf=24
2453.png - scale: bicubic size factor=0.5, compression: h264 crf=24
2398.png - scale: bicubic size factor=0.5, compression: h264 crf=26
0003.png - compression: h264 crf=23, scale: nearest size factor=0.5
0811.png - compression: h264 crf=23, scale: box size factor=0.5
1261.png - scale: bilinear size factor=0.5, compression: h264 crf=21
1483.png - compression: h264 crf=23, scale: lanczos size factor=0.5
1471.png - compression: h264 crf=27, scale: bicubic size factor=0.5
2059.png - compression: h264 crf=22, scale: bilinear size factor=0.5
0370.png - compression: h264 crf=27, scale: lanczos size factor=0.5
1018.png - compression: h264 crf=26, scale: nearest size factor=0.5
2452.png - scale: bicubic size factor=0.5, compression: h264 crf=28
2065.png - compression: h264 crf=20, scale: bicubic size factor=0.5
1924.png - compression: h264 crf=27, scale: nearest size factor=0.5
2513.png - compression: h264 crf=22, scale: bilinear size factor=0.5
0939.png - scale: box size factor=0.5, compression: h264 crf=25
1210.png - compression: h264 crf=20, scale: box size factor=0.5
0100.png - compression: h264 crf=26, scale: bicubic size factor=0.5
1514.png - scale: bilinear size factor=0.5, compression: h264 crf=27
0869.png - compression: h264 crf=26, scale: lanczos size factor=0.5
0335.png - compression: h264 crf=28, scale: lanczos size factor=0.5
0192.png - compression: h264 crf=25, scale: bilinear size factor=0.5
1994.png - compression: h264 crf=26, scale: lanczos size factor=0.5
0268.png - scale: bicubic size factor=0.5, compression: h264 crf=28
2139.png - scale: lanczos size factor=0.5, compression: h264 crf=25
2522.png - scale: nearest size factor=0.5, compression: h264 crf=27
0229.png - compression: h264 crf=27, scale: lanczos size factor=0.5
1426.png - compression: h264 crf=27, scale: bicubic size factor=0.5
0541.png - scale: lanczos size factor=0.5, compression: h264 crf=26
1445.png - compression: h264 crf=22, scale: box size factor=0.5
1423.png - scale: bilinear size factor=0.5, compression: h264 crf=21
0746.png - scale: lanczos size factor=0.5, compression: h264 crf=24
2200.png - scale: bilinear size factor=0.5, compression: h264 crf=24
1059.png - compression: h264 crf=24, scale: bicubic size factor=0.5
1017.png - scale: bicubic size factor=0.5, compression: h264 crf=21
1554.png - scale: lanczos size factor=0.5, compression: h264 crf=23
1551.png - scale: lanczos size factor=0.5, compression: h264 crf=27
0216.png - compression: h264 crf=26, scale: nearest size factor=0.5
2405.png - compression: h264 crf=24, scale: bilinear size factor=0.5
0635.png - scale: box size factor=0.5, compression: h264 crf=25
1475.png - scale: nearest size factor=0.5, compression: h264 crf=20
0259.png - scale: lanczos size factor=0.5, compression: h264 crf=24
0975.png - scale: bilinear size factor=0.5, compression: h264 crf=21
2004.png - scale: box size factor=0.5, compression: h264 crf=26
0830.png - compression: h264 crf=25, scale: lanczos size factor=0.5
1447.png - scale: bicubic size factor=0.5, compression: h264 crf=24
0634.png - scale: lanczos size factor=0.5, compression: h264 crf=22
0674.png - scale: bicubic size factor=0.5, compression: h264 crf=27
2547.png - scale: lanczos size factor=0.5, compression: h264 crf=21
1871.png - compression: h264 crf=25, scale: bilinear size factor=0.5
0230.png - scale: nearest size factor=0.5, compression: h264 crf=27
1970.png - compression: h264 crf=21, scale: lanczos size factor=0.5
1218.png - compression: h264 crf=26, scale: nearest size factor=0.5
2233.png - compression: h264 crf=27, scale: bilinear size factor=0.5
0872.png - compression: h264 crf=23, scale: nearest size factor=0.5
0691.png - compression: h264 crf=21, scale: nearest size factor=0.5
2491.png - compression: h264 crf=26, scale: nearest size factor=0.5
2052.png - scale: lanczos size factor=0.5, compression: h264 crf=22
2351.png - compression: h264 crf=26, scale: bicubic size factor=0.5
0937.png - scale: nearest size factor=0.5, compression: h264 crf=25
0866.png - compression: h264 crf=20, scale: bilinear size factor=0.5
0161.png - scale: bicubic size factor=0.5, compression: h264 crf=20
2462.png - compression: h264 crf=26, scale: lanczos size factor=0.5
1335.png - scale: box size factor=0.5, compression: h264 crf=26
2125.png - compression: h264 crf=20, scale: box size factor=0.5
2083.png - scale: nearest size factor=0.5, compression: h264 crf=22
0117.png - scale: bicubic size factor=0.5, compression: h264 crf=27
1891.png - compression: h264 crf=21, scale: bicubic size factor=0.5
0911.png - compression: h264 crf=26, scale: box size factor=0.5
1154.png - compression: h264 crf=28, scale: box size factor=0.5
1477.png - scale: nearest size factor=0.5, compression: h264 crf=21
1605.png - scale: box size factor=0.5, compression: h264 crf=24
1168.png - scale: bilinear size factor=0.5, compression: h264 crf=27
1749.png - compression: h264 crf=20, scale: nearest size factor=0.5
0755.png - scale: nearest size factor=0.5, compression: h264 crf=23
1006.png - compression: h264 crf=23, scale: bicubic size factor=0.5
0054.png - scale: nearest size factor=0.5, compression: h264 crf=20
0114.png - compression: h264 crf=28, scale: lanczos size factor=0.5
1496.png - scale: lanczos size factor=0.5, compression: h264 crf=25
1360.png - scale: nearest size factor=0.5, compression: h264 crf=23
1364.png - compression: h264 crf=28, scale: box size factor=0.5
1213.png - compression: h264 crf=24, scale: lanczos size factor=0.5
1069.png - compression: h264 crf=27, scale: nearest size factor=0.5
0081.png - scale: nearest size factor=0.5, compression: h264 crf=20
0657.png - scale: nearest size factor=0.5, compression: h264 crf=20
2112.png - scale: lanczos size factor=0.5, compression: h264 crf=25
2126.png - scale: box size factor=0.5, compression: h264 crf=26
1073.png - scale: bilinear size factor=0.5, compression: h264 crf=23
0925.png - scale: bicubic size factor=0.5, compression: h264 crf=21
2504.png - compression: h264 crf=25, scale: nearest size factor=0.5
0134.png - scale: bicubic size factor=0.5, compression: h264 crf=23
1119.png - compression: h264 crf=26, scale: bicubic size factor=0.5
0212.png - scale: box size factor=0.5, compression: h264 crf=24
2234.png - scale: nearest size factor=0.5, compression: h264 crf=20
1916.png - compression: h264 crf=24, scale: bilinear size factor=0.5
0358.png - compression: h264 crf=22, scale: nearest size factor=0.5
1858.png - compression: h264 crf=21, scale: bilinear size factor=0.5
1376.png - compression: h264 crf=24, scale: lanczos size factor=0.5
2305.png - compression: h264 crf=22, scale: bicubic size factor=0.5
2263.png - compression: h264 crf=27, scale: bicubic size factor=0.5
1305.png - compression: h264 crf=26, scale: bicubic size factor=0.5
0032.png - compression: h264 crf=25, scale: lanczos size factor=0.5
0735.png - compression: h264 crf=26, scale: bicubic size factor=0.5
1016.png - scale: box size factor=0.5, compression: h264 crf=21
1794.png - compression: h264 crf=24, scale: box size factor=0.5
0991.png - scale: nearest size factor=0.5, compression: h264 crf=20
2321.png - compression: h264 crf=24, scale: lanczos size factor=0.5
1431.png - compression: h264 crf=26, scale: lanczos size factor=0.5
0492.png - scale: bicubic size factor=0.5, compression: h264 crf=20
1585.png - compression: h264 crf=21, scale: bilinear size factor=0.5
0614.png - compression: h264 crf=26, scale: box size factor=0.5
2209.png - compression: h264 crf=24, scale: box size factor=0.5
1720.png - compression: h264 crf=21, scale: nearest size factor=0.5
1936.png - compression: h264 crf=23, scale: nearest size factor=0.5
0528.png - compression: h264 crf=24, scale: bilinear size factor=0.5
1100.png - compression: h264 crf=22, scale: bicubic size factor=0.5
1419.png - compression: h264 crf=28, scale: bilinear size factor=0.5
2330.png - compression: h264 crf=20, scale: bicubic size factor=0.5
0348.png - scale: bilinear size factor=0.5, compression: h264 crf=26
1139.png - compression: h264 crf=23, scale: bilinear size factor=0.5
2538.png - scale: nearest size factor=0.5, compression: h264 crf=25
1474.png - scale: box size factor=0.5, compression: h264 crf=26
1482.png - scale: box size factor=0.5, compression: h264 crf=25
1883.png - compression: h264 crf=24, scale: bilinear size factor=0.5
0041.png - compression: h264 crf=21, scale: bilinear size factor=0.5
0115.png - compression: h264 crf=22, scale: lanczos size factor=0.5
1450.png - compression: h264 crf=20, scale: nearest size factor=0.5
0404.png - scale: nearest size factor=0.5, compression: h264 crf=24
1378.png - scale: lanczos size factor=0.5, compression: h264 crf=22
1752.png - compression: h264 crf=20, scale: bicubic size factor=0.5
1117.png - compression: h264 crf=21, scale: nearest size factor=0.5
1593.png - compression: h264 crf=26, scale: nearest size factor=0.5
1076.png - compression: h264 crf=23, scale: box size factor=0.5
1399.png - scale: box size factor=0.5, compression: h264 crf=28
2230.png - scale: lanczos size factor=0.5, compression: h264 crf=24
0447.png - scale: box size factor=0.5, compression: h264 crf=20
1922.png - scale: lanczos size factor=0.5, compression: h264 crf=20
0462.png - compression: h264 crf=23, scale: lanczos size factor=0.5
0066.png - compression: h264 crf=24, scale: box size factor=0.5
0007.png - scale: lanczos size factor=0.5, compression: h264 crf=25
0740.png - scale: lanczos size factor=0.5, compression: h264 crf=21
1108.png - compression: h264 crf=27, scale: bicubic size factor=0.5
0924.png - compression: h264 crf=24, scale: nearest size factor=0.5
0137.png - scale: nearest size factor=0.5, compression: h264 crf=23
0675.png - compression: h264 crf=27, scale: nearest size factor=0.5
0935.png - scale: bicubic size factor=0.5, compression: h264 crf=24
0633.png - scale: nearest size factor=0.5, compression: h264 crf=24
0327.png - scale: nearest size factor=0.5, compression: h264 crf=24
1620.png - scale: nearest size factor=0.5, compression: h264 crf=27
1035.png - scale: lanczos size factor=0.5, compression: h264 crf=25
1113.png - scale: bilinear size factor=0.5, compression: h264 crf=27
2335.png - scale: bilinear size factor=0.5, compression: h264 crf=22
1374.png - scale: lanczos size factor=0.5, compression: h264 crf=26
1979.png - compression: h264 crf=22, scale: box size factor=0.5
1403.png - scale: bicubic size factor=0.5, compression: h264 crf=23
0768.png - scale: lanczos size factor=0.5, compression: h264 crf=25
0543.png - compression: h264 crf=26, scale: box size factor=0.5
1473.png - compression: h264 crf=26, scale: box size factor=0.5
1914.png - scale: bilinear size factor=0.5, compression: h264 crf=26
0509.png - scale: box size factor=0.5, compression: h264 crf=20
1106.png - scale: bilinear size factor=0.5, compression: h264 crf=20
1563.png - compression: h264 crf=28, scale: bilinear size factor=0.5
0251.png - scale: box size factor=0.5, compression: h264 crf=26
0758.png - scale: box size factor=0.5, compression: h264 crf=26
1196.png - scale: lanczos size factor=0.5, compression: h264 crf=22
1608.png - compression: h264 crf=28, scale: bilinear size factor=0.5
2089.png - compression: h264 crf=21, scale: nearest size factor=0.5
1622.png - compression: h264 crf=21, scale: nearest size factor=0.5
0125.png - compression: h264 crf=25, scale: bicubic size factor=0.5
0567.png - compression: h264 crf=21, scale: bilinear size factor=0.5
2319.png - scale: nearest size factor=0.5, compression: h264 crf=25
2009.png - scale: nearest size factor=0.5, compression: h264 crf=27
1766.png - compression: h264 crf=23, scale: bilinear size factor=0.5
0926.png - compression: h264 crf=26, scale: lanczos size factor=0.5
0564.png - compression: h264 crf=28, scale: bicubic size factor=0.5
2145.png - compression: h264 crf=28, scale: box size factor=0.5
0160.png - scale: bilinear size factor=0.5, compression: h264 crf=21
0628.png - compression: h264 crf=23, scale: lanczos size factor=0.5
2044.png - scale: bicubic size factor=0.5, compression: h264 crf=26
1668.png - scale: lanczos size factor=0.5, compression: h264 crf=24
2176.png - scale: bilinear size factor=0.5, compression: h264 crf=25
0780.png - compression: h264 crf=20, scale: box size factor=0.5
0648.png - compression: h264 crf=24, scale: bilinear size factor=0.5
2013.png - compression: h264 crf=22, scale: bilinear size factor=0.5
2500.png - scale: lanczos size factor=0.5, compression: h264 crf=21
2124.png - scale: lanczos size factor=0.5, compression: h264 crf=27
0527.png - scale: bicubic size factor=0.5, compression: h264 crf=20
1815.png - scale: bilinear size factor=0.5, compression: h264 crf=28
1128.png - scale: box size factor=0.5, compression: h264 crf=21
0522.png - compression: h264 crf=24, scale: box size factor=0.5
1171.png - compression: h264 crf=26, scale: box size factor=0.5
2520.png - compression: h264 crf=25, scale: box size factor=0.5
0322.png - compression: h264 crf=25, scale: box size factor=0.5
0256.png - compression: h264 crf=21, scale: bicubic size factor=0.5
1457.png - compression: h264 crf=23, scale: bilinear size factor=0.5
1317.png - compression: h264 crf=25, scale: bicubic size factor=0.5
0574.png - compression: h264 crf=22, scale: bicubic size factor=0.5
1723.png - scale: bilinear size factor=0.5, compression: h264 crf=24
0715.png - scale: nearest size factor=0.5, compression: h264 crf=28
0894.png - compression: h264 crf=25, scale: lanczos size factor=0.5
0030.png - scale: bicubic size factor=0.5, compression: h264 crf=26
1055.png - scale: box size factor=0.5, compression: h264 crf=20
1866.png - compression: h264 crf=28, scale: bicubic size factor=0.5
2014.png - scale: bicubic size factor=0.5, compression: h264 crf=25
0923.png - compression: h264 crf=21, scale: lanczos size factor=0.5
0956.png - scale: bicubic size factor=0.5, compression: h264 crf=26
0172.png - compression: h264 crf=27, scale: bicubic size factor=0.5
0309.png - compression: h264 crf=26, scale: box size factor=0.5
1120.png - compression: h264 crf=27, scale: lanczos size factor=0.5
0816.png - scale: bicubic size factor=0.5, compression: h264 crf=25
1064.png - compression: h264 crf=21, scale: box size factor=0.5
1443.png - scale: box size factor=0.5, compression: h264 crf=25
1024.png - scale: box size factor=0.5, compression: h264 crf=21
2199.png - scale: lanczos size factor=0.5, compression: h264 crf=28
0110.png - compression: h264 crf=23, scale: lanczos size factor=0.5
1781.png - scale: box size factor=0.5, compression: h264 crf=27
1383.png - scale: lanczos size factor=0.5, compression: h264 crf=20
1361.png - scale: bicubic size factor=0.5, compression: h264 crf=23
2468.png - compression: h264 crf=26, scale: lanczos size factor=0.5
2211.png - compression: h264 crf=24, scale: bilinear size factor=0.5
